accession,genus,species,date,elevation,collector,latitude,longitude,,
V50813,Glyceria,striata,1932 Aug 08,,L. Kelso,,,,no anthers
V50815,Glyceria,grandis,1932 Aug 08,,L. Kelso,,,,no anthers
V50824,Glyceria,striata,1944 May 19,,L. Kelso,,,,no anthers
V89355,Festuca,occidentalis,1954 Jun 23,183 m,L.E. Detling,,,,anthers
V89322,Elymus,glaucus,1952 Jun 26,488 m,L.E. Detling,,,,anthers
V196079,Hordeum,brachyantherum,1984 Jul 17,,La Rea J. Dennis,,,,no anthers
V196081,Festuca,rubra,1984 Jul 17,,La Rea J. Dennis,,,,anthers
V196076,Panicum,dichotomiflorum,1982 Oct 02,,La Rea J. Dennis,,,,anthers
V50502,Glyceria,grandis,1954 Sep 25,,M. Bryant,,,,no anthers
V48126,Dactylis,glomerata,1953 May 25,,M. Gougeon,,,,anthers
V81739,Echinochloa,crus-galli,1949 Aug 09,,M.A. Nobs,,,,anthers
V81757,Deschampsia,caespitosa,1949 Sep 01,,M.A. Nobs,,,,no anthers
V19622,Holcus,lanatus,1882 Jul 18,,Marcus E. Jones,,,,anthers
V18639,Dactylis,glomerata,1882 Jun 27,,Marcus E. Jones,,,,no anthers
V161417,Hierochloe,alpina,1954 Aug 02,,M.E. Oldenburg,,,,no anthers
V178479,Poa,compressa,1976 Jul 03,,Mary E. Barkworth,,,,no anthers
V122100,Hordeum,jubatum,1947 Aug 11,,Morten P. Porsild,,,,no anthers
V122103,Festuca,altaica,1947 Jul 14,,Morten P. Porsild,,,,no anthers
V122091,Deschampsia,caespitosa,1947 Jul 27,,Morten P. Porsild,,,,anthers
V19099,Eragrostis,pectinacea,1927 Aug 23,,N.C. Fassett,,,,anthers
V19532,Glyceria,striata,1927 Jul 08,,N.C. Fassett,,,,anthers
V116516,Hordeum,brachyantherum,1965 Jul 31,8800 ft,Noel H. Holmgren,,,,no anthers
V117105,Deschampsia,caespitosa,1964 Aug 11,3292 m,Noel H. Holmgren,,,,anthers
V119107,Glyceria,borealis,1965 Aug 13,10000 ft,Noel H. Holmgren,,,,anthers
V119108,Deschampsia,caespitosa,1965 Aug 17,3048 m,Noel H. Holmgren,,,,anthers
V119106,Glyceria,elata,1965 Aug 18,9000 ft,Noel H. Holmgren,,,,anthers
V119105,Glyceria,striata,1965 Aug 04,8170 ft,Noel H. Holmgren,,,,anthers
V93365,Glyceria,canadensis,1960 Aug 31,,P. Louis-Marie,,,,no anthers
V57854,Dactylis,glomerata,1956 Jun 23,,P.R. Anderson,,,,anthers
V57856,Dactylis,glomerata,1956 May 21,,P.R. Anderson,,,,anthers
V180458,Hierochloe,alpina,1978 Jun 22,,Peg McComb-Watson,,,,anthers
V49475,Glyceria,striata,1940 Jul 04,,P. Louis-Marie,,,,no anthers
V59548,Dactylis,glomerata,1956 Jun 25,,P. Louis-Marie,,,,anthers
V49472,Glyceria,grandis,1925 Jul 09,,P. Louis-Marie,,,,anthers
V49493,Cinna,latifolia,1927 Sep 05,,P. Louis-Marie,,,,anthers
V48125,Eragrostis,pectinacea,1939 Aug 12,,P. Louis-Marie,,,,anthers
V196763,Leymus,mollis,1974,,P.F. Cooper,,,,anthers
V144108,Holcus,lanatus,1971 Jun 04,,R. Dale Thomas,,,,anthers
V59481,Glyceria,striata,1955 Jul 22,,R. Doucet,,,,anthers
V59480,Glyceria,grandis,1955 Jun 17,,R. Doucet,,,,no anthers
V59605,Cinna,latifolia,1955 Aug 23,,R. Doucet,,,,anthers
V59484,Festuca,rubra,1955 Jul 05,,R. Doucet,,,,anthers
V54266,Eragrostis,pectinacea,1937 Aug 21,,R.M. Kriebel,,,,anthers
V93309,Echinochloa,crus-galli,1961 Aug 23,,P. Louis-Marie,,,,anthers
V18935,Leymus,innovatus,1902 Aug 05,,R. Watson,,,,anthers
V19676,Hordeum,jubatum,1902 Aug 05,,R. Watson,,,,anthers
V18818,Deschampsia,caespitosa,1902 Aug 05,,R. Watson,,,,no anthers
V100717,Holcus,lanatus,1958 Jun 21,,R.F. Britt,,,,anthers
V100749,Eragrostis,pectinacea,1958 Jun 21,,R.F. Britt,,,,anthers
V182549,Deschampsia,caespitosa,1948 Sep 06,,R.G. McMinn,,,,no anthers
V196085,Elymus,glaucus,1984 Jul 14,120 m,Richard R. Halse,,,,anthers
V196084,Elymus,glaucus,1984 Jun 23,6 m,Richard R. Halse,,,,anthers
V196087,Deschampsia,caespitosa,1983 Jun 27,60 m,Richard R. Halse,,,,anthers
V196082,Festuca,occidentalis,1984 May 14,120 m,Richard R. Halse,,,,no anthers
V78711,Deschampsia,elongata,1957 Jun 25,,S.C. Head,,,,anthers
V16164,Deschampsia,caespitosa,1977 Jul 13,1341 m,S.J. Harvey,,,,anthers
V19196,Festuca,idahoensis,1940 Jun 24,,S.S. Survey,,,,anthers
V87068,Echinochloa,crus-galli,1958 Oct 18,,S. Stewart,,,,anthers
V123351,Glyceria,borealis,1967 Jul 27,,Samuel Brisson,,,,no anthers
V123400,Dactylis,glomerata,1967 Jun 13,,Samuel Brisson,,,,no anthers
V136483,Eragrostis,minor,1971 Aug 22,,Steven W. Leonard,,,,no anthers
V126307,Deschampsia,caespitosa,1969 Jun 18,,Steven W. Leonard,,,,anthers
V111435,Deschampsia,caespitosa,1957 Sep 02,3505 m,T. Mosquin,,,,anthers
V49492,Leymus,mollis,1933 Aug 07,,T. Proulx,,,,no anthers
V49454,Glyceria,canadensis,1939 Jul 19,,T. Simard,,,,anthers
V212341,Elymus,repens,1994 Jul 13,,T. Spribille,,,,anthers
V19552,Glyceria,striata,1935 Jul 31,,Thomas M.C. Taylor,,,,no anthers
V19574,Glyceria,striata,1924 Jun 29,,T.R. Ashlee,,,,anthers
V23027,Phalaris,arundinacea,[unknown],,T.R. Burgess,,,,anthers
V52769,Glyceria,grandis,1950 Jul 06,,Thomas C. Brayshaw,,,,anthers
V66114,Deschampsia,caespitosa,1956 Sep 02,1676 m,Thomas C. Brayshaw,,,,no anthers
V28070,Elymus,canadensis,1906 Aug 19,,v.H. Chase,,,,no anthers
V120120,Eragrostis,cilianensis,1938 Aug,,Vernon C. Brink,,,,no anthers
V208484,Hierochloe,alpina,1943 Aug 01,,Vernon C. Brink,,,,no anthers
V215564,Hierochloe,alpina,1970 Jul 18,,Vernon C. Brink,,,,anthers
V19655,Festuca,altaica,1970 Jul 18,,Vernon C. Brink,,,,anthers
V18857,Deschampsia,caespitosa,1970 Jul 18,,Vernon C. Brink,,,,no anthers
V19670,Festuca,brachyphylla,1970 Jul 28,,Vernon C. Brink,,,,anthers
V157883,Deschampsia,caespitosa,1970 Jul 28,,Vernon C. Brink,,,,anthers
V120149,Deschampsia,caespitosa,1943 Jul 07,,Vernon C. Brink,,,,anthers
V120148,Glyceria,grandis,1945 Jul 09,,Vernon C. Brink,,,,no anthers
V114536,Hordeum,jubatum,1965 Jul 12,,Viateur Blais,,,,anthers
V122980,Cinna,latifolia,1966 Jul 21,,Viateur Blais,,,,anthers
V114535,Glyceria,striata,1965 Jul 05,,Viateur Blais,,,,anthers
V114529,Festuca,rubra,1965 Jun 29,,Viateur Blais,,,,anthers
V75850,Hordeum,jubatum,1949 Jul 15,1003 ft,Vladimir J. Krajina,,,,anthers
V136186,Festuca,occidentalis,1954 Jun 19,,Vladimir J. Krajina,,,,anthers
V106661,Phalaris,arundinacea,1948 Sep 03,,W.C. McCalla,,,,anthers
V61291,Phalaris,arundinacea,1944 Jun 30,,W.C. McCalla,,,,anthers
V963514,Phalaris,arundinacea,1950 Aug 04,,W.C. McCalla,,,,anthers
V111611,Phalaris,arundinacea,1955 Aug 04,,W.J. Cody,,,,anthers
V85846,Deschampsia,caespitosa,1953 Aug 02,,W.J. Cody,,,,anthers
V85855,Hordeum,jubatum,1953 Aug 06,,W.J. Cody,,,,no anthers
V85816,Deschampsia,caespitosa,1953 Aug 06,,W.J. Cody,,,,anthers
V85813,Deschampsia,caespitosa,1953 Jul 29,,W.J. Cody,,,,anthers
V18644,Dactylis,glomerata,1944 Jun 18,,W.B. Johnstone,,,,anthers
V151122,Echinochloa,crus-galli,1897 Sep 30,,Wilhelm N. Suksdorf,,,,anthers
V54532,Elymus,canadensis,1947 Aug 24,,W.A. Mathews,,,,anthers
V54610,Elymus,canadensis,1945 Sep 02,,W.A. Mathews,,,,anthers
V27803,Deschampsia,caespitosa,1950 Jul 17,1280 m,W.G. Dore,,,,anthers
V119759,Festuca,altaica,1952 Jul 16,,Wilfred B. Schofield,,,,anthers
V119778,Festuca,altaica,1952 Jul 16,,Wilfred B. Schofield,,,,anthers
V60481,Hierochloe,alpina,1952 Jul 20,,Wilfred B. Schofield,,,,anthers
V72822,Deschampsia,caespitosa,1952 Jul 31,,Wilfred B. Schofield,,,,anthers
V72823,Deschampsia,caespitosa,1952 Jul 06,,Wilfred B. Schofield,,,,anthers
V193601,Leersia,oryzoides,1977 Aug 10,,William J. Crins,,,,no anthers
V193515,Elymus,canadensis,1977 Aug 22,,William J. Crins,,,,anthers
V193556,Eragrostis,pectinacea,1975 Aug 30,,William J. Crins,,,,anthers
V193560,Glyceria,canadensis,1974 Jul 12,,William J. Crins,,,,no anthers
V193557,Eragrostis,pectinacea,1975 Jul 20,,William J. Crins,,,,anthers
V193603,Muhlenbergia,mexicana,1975 Jul 25,,William J. Crins,,,,no anthers
V193559,Glyceria,borealis,1977 Jun 21,,William J. Crins,,,,anthers
V193632,Poa,glauca,1978 Jun 22,,William J. Crins,,,,no anthers
V193638,Muhlenbergia,mexicana,1977 Sep 17,,William J. Crins,,,,anthers
V181574,Poa,alpina,1968 Jun 22,2800 ft,Katherine I. Beamish,,,,no anthers
V181580,Poa,glauca,1968 Jun 22,2800 f,Katherine I. Beamish,,,,no anthers
V185532,Elymus,glaucus,1945 Aug 13,,A.E. Porsild,,,,no anthers
V185379,Festuca,saximontana,1945 Aug 16,,A.E. Porsild,,,,anthers
V185493,Deschampsia,caespitosa,1960 Aug 03,,A.E. Porsild,,,,anthers
V185523,Festuca,brachyphylla,1945 Aug 07,,A.E. Porsild,,,,anthers
V185537,Poa,alpina,1945 Aug 07,,A.E. Porsild,,,,anthers
V185509,Deschampsia,caespitosa,1945 Jul 11,,A.E. Porsild,,,,no anthers
V185522,Festuca,baffinensis,1946 Jul 13,,A.E. Porsild,,,,anthers
V185536,Poa,glauca,1946 Jul 13,,A.E. Porsild,,,,no anthers
V185359,Glyceria,striata,1945 Jul 07,,A.E. Porsild,,,,no anthers
V185371,Poa,glauca,1945 Jun 22,,A.E. Porsild,,,,no anthers
V185378,Festuca,saximontana,1945 Jun 23,,A.E. Porsild,,,,no anthers
V18802,Deschampsia,caespitosa,1943 Oct 12,,H.R. McCarthy,,,,no anthers
V119428,Festuca,rubra,1964 Aug 06,2500-4200 ft,R.T. Porsild,,,,anthers
V119429,Hierochloe,alpina,1966 Jul 19,2500-4200 ft,R.T. Porsild,,,,anthers
V119426,Festuca,altaica,1966 Jul 27,2500-4200 ft,R.T. Porsild,,,,anthers
V19108,Festuca,altaica,1941 Aug 04,1829 m,T. Fletcher,,,,anthers
V115535,Festuca,baffinensis,1957 Aug 08,5000-6000 ft,Wilfred B. Schofield,,,,anthers
V115531,Hierochloe,alpina,1957 Aug 14,5000 ft,Wilfred B. Schofield,,,,no anthers
V115482,Deschampsia,caespitosa,1957 Jul 12,,Wilfred B. Schofield,,,,anthers
V115532,Deschampsia,caespitosa,1957 Jul 12,,Wilfred B. Schofield,,,,anthers
V115530,Hordeum,jubatum,1957 Jul 02,,Wilfred B. Schofield,,,,anthers
V115475,Festuca,rubra,1957 Jul 03,,Wilfred B. Schofield,,,,anthers
V115484,Deschampsia,caespitosa,1957 Jul 03,,Wilfred B. Schofield,,,,no anthers
V115564,Festuca,altaica,1957 Jul 05,,Wilfred B. Schofield,,,,anthers
V115563,Festuca,rubra,1957 Jul 08,,Wilfred B. Schofield,,,,anthers
V118378,Echinochloa,crus-galli,1967 Sep 17,,A.E. Radford,,,,no anthers
V121908,Festuca,rubra,1968 Jul 25,,Steven W. Leonard,,,,anthers
V109724,Leymus,mollis,1961 Jul 04,,C.D. Fowle,,,,anthers
V226363,Deschampsia,caespitosa,1923 Jul 08,,A.H. Brinkman,,,,no anthers
V217616,Elymus,trachycaulus,1979 Jul 18,,Adolf Ceska,,,,anthers
V82888,Hordeum,jubatum,1946 Jul 29,,J.A. Rattenbury,,,,no anthers
V144643,Festuca,rubra,1952 Aug 08,,Wilfred B. Schofield,,,,anthers
V144644,Festuca,rubra,1952 Jul 15,,Wilfred B. Schofield,,,,no anthers
V144638,Festuca,rubra,1952 Jul 22,,Wilfred B. Schofield,,,,anthers
V123368,Deschampsia,caespitosa,1967 Aug 15,,Samuel Brisson,,,,anthers
V123354,Glyceria,grandis,1967 Jul 25,,Samuel Brisson,,,,anthers
V113695,Hordeum,jubatum,1965 Sep 15,,C. Harold Zavitz,,,,no anthers
V150854,Festuca,idahoensis,1916 Jun 30,,Wilhelm N. Suksdorf,,,,anthers
V48676,Elymus,repens,1954 Jul 16,,Doris Love,,,,anthers
V235716,Deschampsia,caespitosa,1899 Aug 16,,J.R. Anderson,,,,anthers
V145213,Festuca,altaica,1973 Jul 06,975 m,Katherine I. Beamish,,,,anthers
V19660,Hordeum,jubatum,1939 Sep 10,,F.G. Jackson,,,,no anthers
V19006,Elymus,glaucus,1944 Aug 02,,R.G.H. Cormack,,,,anthers
V19004,Elymus,glaucus,1944 Jul 25,,R.G.H. Cormack,,,,anthers
V19194,Festuca,idahoensis,1944 Jul 13,,R.G.H. Cormack,,,,no anthers
V19192,Festuca,idahoensis,1944 Jul 13,,R.G.H. Cormack,,,,anthers
V19193,Festuca,idahoensis,1944 Jul 13,,R.G.H. Cormack,,,,anthers
V100652,Festuca,idahoensis,1959 Jun 20,975 m,E.W. Tisdale,,,,no anthers
V100655,Festuca,idahoensis,1958,1463 m,C.F. Payne,,,,anthers
V100653,Festuca,idahoensis,1959 Jun 20,671 m,E.W. Tisdale,,,,anthers
V100654,Festuca,occidentalis,1959 Jun 20,1097 m,E.W. Tisdale,,,,no anthers
V102065,Quercus,chrysolepis,1953 Jun 12,,Vladimir J. Krajina,,,,anthers
V102599,Elymus,glaucus,1958 Jun 18,,Vladimir J. Krajina,,,,anthers
V19098,Eragrostis,pectinacea,1945 Sep 10,,Roy Latham,,,,anthers
V206684,Festuca,baffinensis,1992 Aug 14,,Frank Lomer,,,,no anthers
V206689,Eragrostis,minor,1992 Jul 27,,Frank Lomer,,,,anthers
V46946,Muhlenbergia,richardsonii,1920 Sep 26,3000 ft,George V. Copley,,,,anthers
V209420,Eragrostis,pectinacea,1994 Sep 11,,Gerald B. Straley,,,,anthers
V209307,Echinochloa,crus-galli,1994 Sep 11,,Gerald B. Straley,,,,anthers
V87355,Glyceria,striata,1956 May 26,,Harry E. Ahles,,,,anthers
V100789,Dactylis,glomerata,1958 Jun 30,,Harry E. Ahles,,,,anthers
V97285,Echinochloa,crus-galli,1951 Aug 26,,H. Vaartnau,,,,anthers
V124089,Festuca,rubra,1936 Jul 03,,Jacques Rousseau,,,,anthers
V166711,Poa,glauca,1970 Jul 23,762 m,Vladimir J. Krajina,,,,anthers
V18841,Deschampsia,elongata,1941 Jul 08,,Alan A. Beetle,,,,anthers
V18784,Deschampsia,caespitosa,1941 Jun 28,,Alan A. Beetle,,,,no anthers
V19197,Festuca,idahoensis,1941 Jun 29,1829 m,Alan A. Beetle,,,,anthers
V19701,Hordeum,brachyantherum,1941 May 04,,Alan A. Beetle,,,,anthers
V45909,Deschampsia,elongata,1940 Jun 24,,J. William Thompson,,,,anthers
V45933,Deschampsia,caespitosa,1940 Jun 15,732 m,J.W. Thompson,,,,anthers
V19114,Glyceria,borealis,1941 Jul 24,,W.A. Weber,,,,no anthers
V121050,Phalaris,arundinacea,1944 Jul 13,,Vernon C. Brink,,,,no anthers
V121052,Hierochloe,alpina,1943 Aug 01,,Vernon C. Brink,,,,no anthers
V120353,Glyceria,grandis,1943 Jul 14,,Vernon C. Brink,,,,anthers
V82489,Hordeum,jubatum,1960 Jun,,W.W. Mair,,,,no anthers
V82618,Glyceria,striata,1958 Aug 23,,A.M. Pearson,,,,anthers
V82616,Glyceria,grandis,1958 Aug 23,,A.M. Pearson,,,,anthers
V84842,Hierochloe,alpina,1959 Jul 26,,C.C. Lindsey,,,,anthers
V18317,Leymus,mollis,1965 Aug 26,,J.H. Bedard,,,,anthers
V135904,Deschampsia,caespitosa,1964 Aug 20,,Karl Ricker,,,,anthers
V135861,Hordeum,jubatum,1964 Aug 26,,Karl Ricker,,,,anthers
V135687,Festuca,altaica,1964 Aug 20,,Karl Ricker,,,,anthers
V108745,Glyceria,canadensis,1962 Jun 02,,Thomas C. Brayshaw,,,,no anthers
V120239,Deschampsia,caespitosa,1943 Aug 01,,Vernon C. Brink,,,,anthers
V120360,Glyceria,grandis,1943 Aug 24,,Vernon C. Brink,,,,anthers
V120359,Glyceria,striata,1943 Aug 24,,Vernon C. Brink,,,,no anthers
V120356,Glyceria,striata,1943 Aug 24,,Vernon C. Brink,,,,no anthers
V120240,Deschampsia,caespitosa,1943 Jul 02,,Vernon C. Brink,,,,no anthers
V120279,Deschampsia,caespitosa,1943 Jul 02,,Vernon C. Brink,,,,no anthers
V121225,Hordeum,brachyantherum,1946 Jul 02,,Vernon C. Brink,,,,no anthers
V120281,Deschampsia,caespitosa,1943 Jul 27,,Vernon C. Brink,,,,no anthers
V120278,Deschampsia,caespitosa,1943 Jul 27,,Vernon C. Brink,,,,anthers
V120117,Festuca,rubra,1943 Jul 27,,Vernon C. Brink,,,,anthers
V120237,Deschampsia,caespitosa,1943 Jul 03,,Vernon C. Brink,,,,no anthers
V120243,Deschampsia,caespitosa,1943 Jul 30,,Vernon C. Brink,,,,anthers
V120238,Deschampsia,caespitosa,1943 Jul 05,,Vernon C. Brink,,,,no anthers
V121213,Deschampsia,caespitosa,1946 Jun 01,,Vernon C. Brink,,,,no anthers
V120234,Deschampsia,caespitosa,1943 Jun 29,,Vernon C. Brink,,,,no anthers
V121218,Hordeum,brachyantherum,1946 May 31,,Vernon C. Brink,,,,no anthers
V96155,Festuca,rubra,1954 Jul 15,,Vladimir J. Krajina,,,,no anthers
V108371,Festuca,rubra,1953 Jun 11,,Vladimir J. Krajina,,,,anthers
V96164,Festuca,occidentalis,1954 Jun 16,,Vladimir J. Krajina,,,,anthers
V136042,Festuca,idahoensis,1954 Jun 17,,Vladimir J. Krajina,,,,no anthers
V120280,Deschampsia,caespitosa,1943 Jul 11,,Vernon C. Brink,,,,anthers
V56838,Festuca,saximontana,1956 Jul 07,700 m,Thomas M.C. Taylor,,,,no anthers
V56831,Festuca,altaica,1956 Jul 07,800 m,Thomas M.C. Taylor,,,,no anthers
V56819,Hierochloe,alpina,1956 Jul 08,800 m,Thomas M.C. Taylor,,,,no anthers
V56831,Glyceria,striata,1956 Jun 14,,Thomas M.C. Taylor,,,,anthers
V56848,Deschampsia,elongata,1956 Jul 02,,Thomas M.C. Taylor,,,,no anthers
V58291,Glyceria,striata,1950 Sep 15,,Vernon C. Brink,,,,no anthers
V61736,Glyceria,grandis,1943 Aug 27,,W.C. McCalla,,,,anthers
V61839,Glyceria,striata,1945 Jul 25,,W.C. McCalla,,,,anthers
V62946,Phalaris,arundinacea,1948 Sep 03,,W.C. McCalla,,,,anthers
V61718,Deschampsia,caespitosa,1943 Aug 31,,W.C. McCalla,,,,anthers
V81417,Deschampsia,caespitosa,1959,,Ron Buchanan,,,,no anthers
V81354,Hordeum,jubatum,1959 Aug 07,,Ron Buchanan,,,,anthers
V81351,Elymus,canadensis,1959 Jul 28,,Ron Buchanan,,,,anthers
V82412,Glyceria,grandis,1949 Aug 08,,W.W. Mair,,,,anthers
V82530,Deschampsia,caespitosa,1949 Aug 08,,W.W. Mair,,,,anthers
V82592,Deschampsia,caespitosa,1949 Jul 25,,W.W. Mair,,,,no anthers
V89116,Hordeum,jubatum,1961 Jul 07,3800ft,F. Vurgtman,,,,no anthers
V88598,Cinna,latifolia,1949 Aug 22,,Vladimir J. Krajina,,,,anthers
V96646,Deschampsia,caespitosa,1962 Aug 02,,Adam F. Szczawinski,,,,anthers
V96671,Hordeum,jubatum,1962 Aug 05,,Adam F. Szczawinski,,,,anthers
V96181,Echinochloa,crus-galli,1950 Aug 09,,Vladimir J. Krajina,,,,anthers
V96177,Festuca,idahoensis,1954 Jun 15,,Vladimir J. Krajina,,,,no anthers
V100932,Phalaris,arundinacea,1950 Jul 24,,W.H. Cottle,,,,anthers
V103174,Hordeum,jubatum,,,William J. Merriles,,,,anthers
V97382,Hordeum,jubatum,1961 Jul 04,,K. Milroy,,,,no anthers
V103027,Echinochloa,crus-galli,1962 Jul 19,,William J. Merriles,,,,anthers
V103170,Glyceria,elata,1962 Jun 22,500 ft,William J. Merriles,,,,anthers
V112462,Deschampsia,caespitosa,1964 Aug 20,4275 ft,Karl Ricker,,,,anthers
V112461,Deschampsia,caespitosa,1964 Aug 20,4050 ft,Karl Ricker,,,,anthers
V112459,Deschampsia,caespitosa,1964 Aug 20,4275 ft,Karl Ricker,,,,anthers
V112453,Hordeum,jubatum,1964 Aug 26,,Karl Ricker,,,,anthers
V139321,Deschampsia,caespitosa,1969 Aug 11,,Jim Pojar,,,,anthers
V139245,Dactylis,glomerata,1969 Aug 12,,Jim Pojar,,,,no anthers
V17756,Festuca,idahoensis,1970 Aug 04,,Jim Pojar,,,,anthers
V139295,Deschampsia,caespitosa,1969 Aug 06,,Jim Pojar,,,,anthers
V139230,Cinna,latifolia,1969 Aug 06,,Jim Pojar,,,,anthers
V139285,Elymus,canadensis,1969 Jul 25,,Jim Pojar,,,,no anthers
V139254,Echinochloa,crus-galli,1969 Jul 29,,Jim Pojar,,,,anthers
V139263,Echinochloa,crus-galli,1974 Jul 06,,Jim Pojar,,,,anthers
V139290,Glyceria,grandis,1969 Aug 01,,Jim Pojar,,,,no anthers
V39218,Glyceria,canadensis,1969 Aug 06,,Jim Pojar,,,,no anthers
V139243,Glyceria,striata,1969 Jul 28,,Jim Pojar,,,,no anthers
V139242,Glyceria,striata,1969 Jul 06,,Jim Pojar,,,,no anthers
V139241,Glyceria,striata,1969 Jul 06,,Jim Pojar,,,,anthers
V172123,Echinochloa,crus-galli,1980 Sep 05,,John B. Nelson,,,,anthers
V45676,Phalaris,arundinacea,1949 Jul 27,,W.H. Cottle,,,,anthers
V100979,Phalaris,arundinacea,1950 Jul 24,,W.H. Cottle,,,,anthers
V141116,Hordeum,brachyantherum,1971 Jul 28,,K. Yee Kiew,,,,anthers
V191648,Elymus,canadensis,1974 Jul 14,,,,,,anthers
V191638,Poa,compressa,1974 Jul 15,,,,,,anthers
V191634,Festuca,saximontana,1974 Aug 09,,,,,,no anthers
V191646,Koeleria,macrantha,1973 Aug 12,,,,,,anthers
V191640,Hordeum,jubatum,1973 Aug 19,,,,,,anthers
V191645,Koeleria,macrantha,1973 Jul,,,,,,anthers
V191826,Poa,alpina,1980 Jul 27,1800-2100 m,Vernon C. Brink,,,,no anthers
V181581,Poa,glauca,1968 Jun 22,2400 ft,Katherine I. Beamish,,,,anthers
V148226,Holcus,lanatus,1964 Jul 19,,J.K. Lowther,,,,no anthers
V143125,Leymus,mollis,1964 Jul 18,,James K. Lowther,,,,no anthers
V42236,Leymus,mollis,1940 Jul 11,,W. B. Scott,,,,anthers
V163173,Elymus,canadensis,1975 Jul 15,,Fred Fodor,,,,anthers
V167828,Hordeum,jubatum,1978 Jul 14,,Fred Fodor,,,,anthers
V167830,Poa,arctica,1978 Jul 27,,Fred Fodor,,,,anthers
V19309,Festuca,saximontana,1942 Jul 03,,G.A. Hardy,,,,anthers
V19307,Festuca,saximontana,1942 Jun 26,,G.A. Hardy,,,,no anthers
V19303,Festuca,saximontana,1944 Jul 26,,John W. Eastham,,,,anthers
V19322,Festuca,rubra,1882 May 12,,Marcus E. Jones,,,,anthers
V81452,Festuca,saximontana,1959,,Ron Buchanan,,,,no anthers
V99379,Festuca,rubra,1944 Jul 21,,Hugh M. Raup,,,,anthers
V45920,Festuca,saximontana,1940 Jul 15,,J.W. Thompson,,,,anthers
V49116,Festuca,saximontana,1941 Jul 12,9000 ft,W.A. Weber,,,,anthers
V50988,Festuca,rubra,1900 Jul 13,,J. Fowler,,,,anthers
V96645,Festuca,rubra,1962 Jun 02,,Adam F. Szczawinski,,,,anthers
V85848,Festuca,rubra,1953 Aug 02,,W.J. Cody,,,,anthers
V112450,Festuca,rubra,1964 Aug,3300 ft,Karl Ricker,,,,anthers
V144637,Festuca,rubra,1952 Aug 08,,Wilfred B. Schofield,,,,anthers
V120119,Festuca,rubra,1943 Jul 02,,Vernon C. Brink,,,,no anthers
V49471,Festuca,altaica,1940 Jul 25,,E. Lapage,,,,anthers
V89798,Festuca,saximontana,1939 Aug 02,,Hugh M. Raup,,,,no anthers
V89797,Festuca,saximontana,1939 Aug 02,4000-5000 ft,Hugh M. Raup,,,,anthers
V213311,Festuca,saximontana,1970 Jul 16,,Vernon C. Brink,,,,anthers
V96198,Festuca,baffinensis,1958 Jun 07,,Vladimir J. Krajina,,,,anthers
V19311,Festuca,saximontana,1943 Jun 24,,A.H. Brinkman,,,,anthers
V108442,Festuca,saximontana,,,Anonymous,,,,no anthers
V72531,Festuca,idahoensis,1950 Jul 27,1524-2286 m,D. Martin,,,,anthers
V19298,Festuca,saximontana,1943 Jul 16,,E.H. Moss,,,,anthers
V46177,Festuca,saximontana,1942 Jun 23,,G.H. Turner,,,,no anthers
V19278,Festuca,saximontana,1942 Jun 30,,G.H. Turner,,,,anthers
V50989,Festuca,rubra,1892 Jul 20,,J. Fowler,,,,no anthers
V50990,Festuca,rubra,1901 Jul 08,,J. Fowler,,,,no anthers
V139219,Festuca,saximontana,1969 Jul 29,,Jim Pojar,,,,no anthers
V19305,Festuca,saximontana,1941 Jul 18,,John W. Eastham,,,,anthers
V119111,Festuca,saximontana,1965 Aug 15,10000 ft,Noel H. Holmgren,,,,anthers
V81373,Festuca,saximontana,1959 Jul,,Ron Buchanan,,,,anthers
V121115,Festuca,occidentalis,1941 Apr 12,,Vernon C. Brink,,,,no anthers
V120362,Festuca,saximontana,1943 Jul 10,,Vernon C. Brink,,,,anthers
V120406,Festuca,saximontana,1947 Jun 30,,Vernon C. Brink,,,,anthers
V106666,Festuca,saximontana,1945 Jun 25,,W.C. McCalla,,,,no anthers
V19360,Festuca,rubra,1944 Jun 30,,G.H. Turner,,,,no anthers
V19198,Festuca,idahoensis,1939 Jul 25,,J.R. Swallen,,,,no anthers
V81404,Festuca,idahoensis,1959 Aug,,Ron Buchanan,,,,anthers
V120933,Festuca,idahoensis,1946 May 30,,Vernon C. Brink,,,,no anthers
V89259,Festuca,rubra,1958 Jul 23,0 m,L.E. Detling,,,,anthers
V89323,Festuca,rubra,1952 Jun 26,1600 ft,L.E. Detling,,,,anthers
V88473,Glyceria,elata,1958 Aug 27,,Marc Bell,,,,no anthers
V88415,Glyceria,elata,1958 Jul 15,,Marc Bell,,,,anthers
V51014,Cinna,latifolia,1902 Aug 18,,J. Fowler,,,,anthers
V94364,Hordeum,jubatum,1951 Jul 16,,R. Edgar,,,,no anthers
V127820,Echinochloa,crus-galli,1966 Aug 19,535 m,M.J. Guzikowie,,,,anthers
V16989,Gentiana,verna,1938 Apr 28,,Thomas M.C. Taylor,,,,anthers
V49490,Eragrostis,pectinacea,1939 Aug 12,,P. Louis-Marie,,,,anthers
V217311,Eragrostis,pectinacea,1991 Oct 05,,Frank Lomer,,,,anthers
V115936,Eragrostis,cilianensis,1963 Aug 29,,Lionel Cinq-Mars,,,,anthers
V146771,Eragrostis,minor,1947 Aug 02,,W.G. Dore,,,,anthers
